combined_cell_line,combined_drug,drug_smiles,ln_ic50
JVM-2:B-prolymphocytic_leukemia,"Rucaparib:PARP1, PARP2",CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2,-1.3715553931944255
MDA-MB-175-VII:invasive_ductal_carcinoma,"Rucaparib:PARP1, PARP2",CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2,0.45643879950890764
MV-4-11:leukaemia,"Rucaparib:PARP1, PARP2",CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2,-1.3855554161621066
ZR-75-30:breast_cancer,"Rucaparib:PARP1, PARP2",CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2,0.36924911894179824
BT-483:breast_cancer,"Rucaparib:PARP1, PARP2",CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2,0.7402133946395254
OVKATE:Ovarian Cancer,"Rucaparib:PARP1, PARP2",CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2,0.9396339119187715
HPAC:Pancreatic Cancer,"Rucaparib:PARP1, PARP2",CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2,0.4076293650287681
MOLM-13:Leukemia,"Rucaparib:PARP1, PARP2",CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2,-1.6897540256705483
OCI-LY-19:germinal center B-cell-like (GCB) DLBCL,"Rucaparib:PARP1, PARP2",CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2,-1.3821164416044656
SU-DHL-5:B-cell non-Hodgkin lymphoma,"Rucaparib:PARP1, PARP2",CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2,-1.3844515477855799
AsPC-1:pancreatic_cancer,"Niraparib:PARP1, PARP2",C1CC(CNC1)C2=CC=C(C=C2)N3C=C4C=CC=C(C4=N3)C(=O)N,1.1641972359442858
NCI-H2347:lung_cancer,"MK-1775:WEE1, PLK1",CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2CC=C)NC4=CC=C(C=C4)N5CCN(CC5)C)O,-0.5197796912741642
UACC-257:melanoma,"MK-1775:WEE1, PLK1",CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2CC=C)NC4=CC=C(C=C4)N5CCN(CC5)C)O,-0.40836491701937844
ZR-75-30:breast_cancer,"MK-1775:WEE1, PLK1",CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2CC=C)NC4=CC=C(C=C4)N5CCN(CC5)C)O,-0.12161673562595726
AsPC-1:pancreatic_cancer,"MK-1775:WEE1, PLK1",CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2CC=C)NC4=CC=C(C=C4)N5CCN(CC5)C)O,-0.4909852193548074
BT-483:breast_cancer,"MK-1775:WEE1, PLK1",CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2CC=C)NC4=CC=C(C=C4)N5CCN(CC5)C)O,-0.2509020121671559
OVKATE:Ovarian Cancer,"MK-1775:WEE1, PLK1",CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2CC=C)NC4=CC=C(C=C4)N5CCN(CC5)C)O,-0.4788916554545744
EFM-192A:breast_cancer,"MK-1775:WEE1, PLK1",CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2CC=C)NC4=CC=C(C=C4)N5CCN(CC5)C)O,-0.4777592106038034
HCC1937:ductal_carcinoma,"Dinaciclib:CDK1, CDK2, CDK5, CDK9",CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCCC4CCO,-1.566851508769511
NCI-H226:lung_cancer,"Dinaciclib:CDK1, CDK2, CDK5, CDK9",CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCCC4CCO,-1.3185170487614604
MOLT-4:leukaemia,"Dinaciclib:CDK1, CDK2, CDK5, CDK9",CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCCC4CCO,-1.2403550846435052
KP-N-YN:neuroblastoma,"Dinaciclib:CDK1, CDK2, CDK5, CDK9",CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCCC4CCO,-1.1003307690812585
ZR-75-30:breast_cancer,"Dinaciclib:CDK1, CDK2, CDK5, CDK9",CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCCC4CCO,-1.7840670047960958
AsPC-1:pancreatic_cancer,"Dinaciclib:CDK1, CDK2, CDK5, CDK9",CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCCC4CCO,-1.1615448427955486
HCC-15:lung_cancer,"Dinaciclib:CDK1, CDK2, CDK5, CDK9",CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCCC4CCO,-1.8554363409861552
HCC1428:breast_cancer,"Dinaciclib:CDK1, CDK2, CDK5, CDK9",CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCCC4CCO,-1.6200751920497185
GRANTA-519:mantle_cell_lymphoma,"Dinaciclib:CDK1, CDK2, CDK5, CDK9",CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCCC4CCO,-1.6822902588332556
NCI-H660:small_cell_carcinoma,"Dinaciclib:CDK1, CDK2, CDK5, CDK9",CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCCC4CCO,-1.1437106734549605
HCC1187:ductal_carcinoma,Gemcitabine:Pyrimidine antimetabolite,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,0.412010546765782
HCC1937:ductal_carcinoma,Gemcitabine:Pyrimidine antimetabolite,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,0.08795006295143892
SK-MEL-2:skin_cancer,Gemcitabine:Pyrimidine antimetabolite,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,0.05206495130135204
HH:cutaneous T cell lymphoma,Gemcitabine:Pyrimidine antimetabolite,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,0.2380896339255127
BT-474:breast_cancer,Gemcitabine:Pyrimidine antimetabolite,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,0.38223957589795915
BT-483:breast_cancer,Gemcitabine:Pyrimidine antimetabolite,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,1.02689299249476
FU-OV-1:ovarian_cancer,Gemcitabine:Pyrimidine antimetabolite,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,0.7020168544584123
OVKATE:Ovarian Cancer,Gemcitabine:Pyrimidine antimetabolite,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,0.6165560505830893
HCC1428:breast_cancer,Gemcitabine:Pyrimidine antimetabolite,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,0.8844147742656117
AsPC-1:pancreatic_cancer,Bortezomib:Proteasome,B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,-1.3728209227681063
MDA-MB-436:breast_cancer,"GSK269962A:ROCK1, ROCK2",CCN1C2=CC(=NC=C2N=C1C3=NON=C3N)OC4=CC=CC(=C4)NC(=O)C5=CC=C(C=C5)OCCN6CCOCC6,0.38107692163155804
AsPC-1:pancreatic_cancer,Tamoxifen:ESR1,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3,1.0319498037299812
BT-483:breast_cancer,Tamoxifen:ESR1,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3,0.7084057376287689
OVKATE:Ovarian Cancer,Tamoxifen:ESR1,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3,0.8062997572124869
QGP-1:Pancreatic Cancer,Tamoxifen:ESR1,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3,0.6065832693071379
SU-DHL-5:B-cell non-Hodgkin lymphoma,Tamoxifen:ESR1,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3,-1.5150027621358058
NCI-H2347:lung_cancer,Fulvestrant:ESR,CC12CCC3C(C1CCC2O)C(CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,-0.04626710480899805
NCI-H226:lung_cancer,Fulvestrant:ESR,CC12CCC3C(C1CCC2O)C(CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,-0.0014359237790265516
CAL-120:breast_cancer,Fulvestrant:ESR,CC12CCC3C(C1CCC2O)C(CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,-0.09901437744001682
MDA-MB-175-VII:invasive_ductal_carcinoma,Fulvestrant:ESR,CC12CCC3C(C1CCC2O)C(CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,0.033996046636613424
RPMI-8402:TALL,Fulvestrant:ESR,CC12CCC3C(C1CCC2O)C(CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,-1.9015763245365207
AsPC-1:pancreatic_cancer,Fulvestrant:ESR,CC12CCC3C(C1CCC2O)C(CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,0.18776646278111248
L-363:plasma_cell_leukemia,Fulvestrant:ESR,CC12CCC3C(C1CCC2O)C(CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,-1.8367530421251619
CAMA-1:breast_cancer,Fulvestrant:ESR,CC12CCC3C(C1CCC2O)C(CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,-1.6334101996381978
BT-483:breast_cancer,Fulvestrant:ESR,CC12CCC3C(C1CCC2O)C(CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,0.026174665635919237
OVKATE:Ovarian Cancer,Fulvestrant:ESR,CC12CCC3C(C1CCC2O)C(CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,-0.1258019643967236
SU-DHL-10:diffuse_histiocytic_lymphoma,Fulvestrant:ESR,CC12CCC3C(C1CCC2O)C(CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,-1.7269128316012432
CAL-120:breast_cancer,EPZ004777:DOT1L,CC(C)N(CCCNC(=O)NC1=CC=C(C=C1)C(C)(C)C)CC2C(C(C(O2)N3C=CC4=C(N=CN=C43)N)O)O,0.8515795888880956
MC116:undifferentiated B lymphoma,EPZ004777:DOT1L,CC(C)N(CCCNC(=O)NC1=CC=C(C=C1)C(C)(C)C)CC2C(C(C(O2)N3C=CC4=C(N=CN=C43)N)O)O,-0.8446701175476345
MV-4-11:leukaemia,EPZ004777:DOT1L,CC(C)N(CCCNC(=O)NC1=CC=C(C=C1)C(C)(C)C)CC2C(C(C(O2)N3C=CC4=C(N=CN=C43)N)O)O,-1.1192851362122271
AsPC-1:pancreatic_cancer,EPZ004777:DOT1L,CC(C)N(CCCNC(=O)NC1=CC=C(C=C1)C(C)(C)C)CC2C(C(C(O2)N3C=CC4=C(N=CN=C43)N)O)O,1.0493745130181815
KP-N-RT-BM-1:neuroblastoma,EPZ004777:DOT1L,CC(C)N(CCCNC(=O)NC1=CC=C(C=C1)C(C)(C)C)CC2C(C(C(O2)N3C=CC4=C(N=CN=C43)N)O)O,-0.9615768819168489
BT-483:breast_cancer,EPZ004777:DOT1L,CC(C)N(CCCNC(=O)NC1=CC=C(C=C1)C(C)(C)C)CC2C(C(C(O2)N3C=CC4=C(N=CN=C43)N)O)O,0.9162391689255686
QGP-1:Pancreatic Cancer,EPZ004777:DOT1L,CC(C)N(CCCNC(=O)NC1=CC=C(C=C1)C(C)(C)C)CC2C(C(C(O2)N3C=CC4=C(N=CN=C43)N)O)O,0.7927067448851153
HCC-33:lung_cancer,EPZ004777:DOT1L,CC(C)N(CCCNC(=O)NC1=CC=C(C=C1)C(C)(C)C)CC2C(C(C(O2)N3C=CC4=C(N=CN=C43)N)O)O,-0.8315049358632363
OCI-LY-19:germinal center B-cell-like (GCB) DLBCL,EPZ004777:DOT1L,CC(C)N(CCCNC(=O)NC1=CC=C(C=C1)C(C)(C)C)CC2C(C(C(O2)N3C=CC4=C(N=CN=C43)N)O)O,-0.9884081500556151
KMS-11:multiple_myeloma,EPZ004777:DOT1L,CC(C)N(CCCNC(=O)NC1=CC=C(C=C1)C(C)(C)C)CC2C(C(C(O2)N3C=CC4=C(N=CN=C43)N)O)O,-0.8219122216947353
NCI-H2347:lung_cancer,YK-4-279:RNA helicase A,COC1=CC=C(C=C1)C(=O)CC2(C3=C(C=CC(=C3NC2=O)Cl)Cl)O,0.4164692932186025
HCC1937:ductal_carcinoma,YK-4-279:RNA helicase A,COC1=CC=C(C=C1)C(=O)CC2(C3=C(C=CC(=C3NC2=O)Cl)Cl)O,0.2668183799541075
NCI-H226:lung_cancer,YK-4-279:RNA helicase A,COC1=CC=C(C=C1)C(=O)CC2(C3=C(C=CC(=C3NC2=O)Cl)Cl)O,0.17607174481426244
HCC1419:breast_cancer,YK-4-279:RNA helicase A,COC1=CC=C(C=C1)C(=O)CC2(C3=C(C=CC(=C3NC2=O)Cl)Cl)O,0.42165633152930854
MEL-JUSO:melanoma,YK-4-279:RNA helicase A,COC1=CC=C(C=C1)C(=O)CC2(C3=C(C=CC(=C3NC2=O)Cl)Cl)O,0.21383963788170932
MSTO-211H:lung_cancer,YK-4-279:RNA helicase A,COC1=CC=C(C=C1)C(=O)CC2(C3=C(C=CC(=C3NC2=O)Cl)Cl)O,0.5322080962619132
RCM-1:rectum; adenocarcinoma; well differentiated,YK-4-279:RNA helicase A,COC1=CC=C(C=C1)C(=O)CC2(C3=C(C=CC(=C3NC2=O)Cl)Cl)O,0.7148807584572052
ZR-75-30:breast_cancer,YK-4-279:RNA helicase A,COC1=CC=C(C=C1)C(=O)CC2(C3=C(C=CC(=C3NC2=O)Cl)Cl)O,0.5264176861093036
AsPC-1:pancreatic_cancer,YK-4-279:RNA helicase A,COC1=CC=C(C=C1)C(=O)CC2(C3=C(C=CC(=C3NC2=O)Cl)Cl)O,0.951933226433564
TT:medulla_carcinoma,YK-4-279:RNA helicase A,COC1=CC=C(C=C1)C(=O)CC2(C3=C(C=CC(=C3NC2=O)Cl)Cl)O,1.1897213345040438
BT-483:breast_cancer,YK-4-279:RNA helicase A,COC1=CC=C(C=C1)C(=O)CC2(C3=C(C=CC(=C3NC2=O)Cl)Cl)O,1.4561051038802078
OVKATE:Ovarian Cancer,YK-4-279:RNA helicase A,COC1=CC=C(C=C1)C(=O)CC2(C3=C(C=CC(=C3NC2=O)Cl)Cl)O,0.2504146672671254
HCC1428:breast_cancer,YK-4-279:RNA helicase A,COC1=CC=C(C=C1)C(=O)CC2(C3=C(C=CC(=C3NC2=O)Cl)Cl)O,0.30915483478254274
SK-MEL-5:skin_cancer,Daporinad:NAMPT,C1CN(CCC1CCCCNC(=O)C=CC2=CN=CC=C2)C(=O)C3=CC=CC=C3,-1.0956903578993131
ABC-1:lung_cancer,Daporinad:NAMPT,C1CN(CCC1CCCCNC(=O)C=CC2=CN=CC=C2)C(=O)C3=CC=CC=C3,-0.847398762602629
SK-MEL-31:malignant_melanoma,Daporinad:NAMPT,C1CN(CCC1CCCCNC(=O)C=CC2=CN=CC=C2)C(=O)C3=CC=CC=C3,-0.7449688400856311
UACC-893:breast_cancer,Daporinad:NAMPT,C1CN(CCC1CCCCNC(=O)C=CC2=CN=CC=C2)C(=O)C3=CC=CC=C3,-0.7875632996529583
BT-483:breast_cancer,Daporinad:NAMPT,C1CN(CCC1CCCCNC(=O)C=CC2=CN=CC=C2)C(=O)C3=CC=CC=C3,-1.1971462308799232
Calu-3:lung_cancer,"BMS-345541:IKK-1, IKK-2",CC1=CC2=C(C=C1)N=C(C3=NC=C(N23)C)NCCN.Cl,0.3744949431423787
HCC38:breast_cancer,"BMS-345541:IKK-1, IKK-2",CC1=CC2=C(C=C1)N=C(C3=NC=C(N23)C)NCCN.Cl,0.29694002498444394
NCI-H226:lung_cancer,"BMS-345541:IKK-1, IKK-2",CC1=CC2=C(C=C1)N=C(C3=NC=C(N23)C)NCCN.Cl,0.48057571436177254
SK-OV-3:ovarian_cancer,"BMS-345541:IKK-1, IKK-2",CC1=CC2=C(C=C1)N=C(C3=NC=C(N23)C)NCCN.Cl,0.5377335616747424
AsPC-1:pancreatic_cancer,"BMS-345541:IKK-1, IKK-2",CC1=CC2=C(C=C1)N=C(C3=NC=C(N23)C)NCCN.Cl,0.7466900484093469
MCF7:breast_cancer,"AZ960:JAK2, JAK3",CC1=CC(=NN1)NC2=C(C=C(C(=N2)NC(C)C3=CC=C(C=C3)F)C#N)F,0.11648734660259592
SK-MEL-2:skin_cancer,"AZ960:JAK2, JAK3",CC1=CC(=NN1)NC2=C(C=C(C(=N2)NC(C)C3=CC=C(C=C3)F)C#N)F,0.10609857350871506
UACC-257:melanoma,"AZ960:JAK2, JAK3",CC1=CC(=NN1)NC2=C(C=C(C(=N2)NC(C)C3=CC=C(C=C3)F)C#N)F,0.3129902058614883
KM12:colon_cancer,"AZ960:JAK2, JAK3",CC1=CC(=NN1)NC2=C(C=C(C(=N2)NC(C)C3=CC=C(C=C3)F)C#N)F,0.21516517805130345
HCC1419:breast_cancer,"AZ960:JAK2, JAK3",CC1=CC(=NN1)NC2=C(C=C(C(=N2)NC(C)C3=CC=C(C=C3)F)C#N)F,0.11226578488600455
UACC-893:breast_cancer,"AZ960:JAK2, JAK3",CC1=CC(=NN1)NC2=C(C=C(C(=N2)NC(C)C3=CC=C(C=C3)F)C#N)F,0.1146813134303497
ZR-75-30:breast_cancer,"AZ960:JAK2, JAK3",CC1=CC(=NN1)NC2=C(C=C(C(=N2)NC(C)C3=CC=C(C=C3)F)C#N)F,0.3281867666293176
AsPC-1:pancreatic_cancer,"AZ960:JAK2, JAK3",CC1=CC(=NN1)NC2=C(C=C(C(=N2)NC(C)C3=CC=C(C=C3)F)C#N)F,1.0097099585315983
SUIT-2:moderately differentiated tubular adenocarcinoma,"AZ960:JAK2, JAK3",CC1=CC(=NN1)NC2=C(C=C(C(=N2)NC(C)C3=CC=C(C=C3)F)C#N)F,0.25084045673336713
EFM-192A:breast_cancer,"AZ960:JAK2, JAK3",CC1=CC(=NN1)NC2=C(C=C(C(=N2)NC(C)C3=CC=C(C=C3)F)C#N)F,0.13666315388984007
KP-2:Pancreatic Cancer,"AZ960:JAK2, JAK3",CC1=CC(=NN1)NC2=C(C=C(C(=N2)NC(C)C3=CC=C(C=C3)F)C#N)F,0.2124018329918692
BT-483:breast_cancer,"Talazoparib:PARP1, PARP2",CN1C(=NC=N1)C2C(NC3=CC(=CC4=C3C2=NNC4=O)F)C5=CC=C(C=C5)F,1.0466499503166504
OVKATE:Ovarian Cancer,"Talazoparib:PARP1, PARP2",CN1C(=NC=N1)C2C(NC3=CC(=CC4=C3C2=NNC4=O)F)C5=CC=C(C=C5)F,1.184791484461537
NCI-H2122:lung_cancer,"XAV939:TNKS1, TNKS2",C1CSCC2=C1N=C(NC2=O)C3=CC=C(C=C3)C(F)(F)F,-1.2416475577500452
NCI-H2087:lung_cancer,"XAV939:TNKS1, TNKS2",C1CSCC2=C1N=C(NC2=O)C3=CC=C(C=C3)C(F)(F)F,0.48328843823825973
PC-3:prostate_cancer,"XAV939:TNKS1, TNKS2",C1CSCC2=C1N=C(NC2=O)C3=CC=C(C=C3)C(F)(F)F,0.4424257130101432
CAL-120:breast_cancer,"XAV939:TNKS1, TNKS2",C1CSCC2=C1N=C(NC2=O)C3=CC=C(C=C3)C(F)(F)F,0.7417230489503227
MC116:undifferentiated B lymphoma,"XAV939:TNKS1, TNKS2",C1CSCC2=C1N=C(NC2=O)C3=CC=C(C=C3)C(F)(F)F,-1.5520346068737862
AsPC-1:pancreatic_cancer,"XAV939:TNKS1, TNKS2",C1CSCC2=C1N=C(NC2=O)C3=CC=C(C=C3)C(F)(F)F,1.205223663546288
RL:non-Hodgkins lymphoma,"XAV939:TNKS1, TNKS2",C1CSCC2=C1N=C(NC2=O)C3=CC=C(C=C3)C(F)(F)F,-1.4015868182132187
QGP-1:Pancreatic Cancer,"XAV939:TNKS1, TNKS2",C1CSCC2=C1N=C(NC2=O)C3=CC=C(C=C3)C(F)(F)F,0.46166502841286317
L-1236:lymphoma,"XAV939:TNKS1, TNKS2",C1CSCC2=C1N=C(NC2=O)C3=CC=C(C=C3)C(F)(F)F,-1.2042242153149163
HCC38:breast_cancer,"Trametinib:MEK1, MEK2",CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5,-0.04163036774517007
ZR-75-30:breast_cancer,"Trametinib:MEK1, MEK2",CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5,0.18787954397205128
BT-483:breast_cancer,"Trametinib:MEK1, MEK2",CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5,0.6195226968450053
MDA-MB-175-VII:invasive_ductal_carcinoma,Dabrafenib:BRAF,CC(C)(C)C1=NC(=C(S1)C2=NC(=NC=C2)N)C3=C(C(=CC=C3)NS(=O)(=O)C4=C(C=CC=C4F)F)F,1.2849393713924462
CAL-120:breast_cancer,Temozolomide:DNA alkylating agent,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,1.7791870475693534
KARPAS-299:CD30+_anaplastic_large_cell_lymphoma,Temozolomide:DNA alkylating agent,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,-0.7221497089307797
KMS-12-BM:Multiple Myeloma,Temozolomide:DNA alkylating agent,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,-0.8937706238297205
MDA-MB-175-VII:invasive_ductal_carcinoma,Temozolomide:DNA alkylating agent,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,1.6839306365583948
AsPC-1:pancreatic_cancer,Temozolomide:DNA alkylating agent,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,1.8705999227944399
BT-483:breast_cancer,Temozolomide:DNA alkylating agent,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,1.8133298107612248
OVKATE:Ovarian Cancer,Temozolomide:DNA alkylating agent,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,1.763083796097284
HCC1428:breast_cancer,Temozolomide:DNA alkylating agent,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,1.5612404020374584
RCH-ACV:acute lymphoblastic leukemia,Temozolomide:DNA alkylating agent,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,-0.7333267844784598
SU-DHL-4:diffuse_histiocytic_lymphoma,Temozolomide:DNA alkylating agent,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,-0.760230718508876
NCI-H226:lung_cancer,AZD5438:CDK2,CC1=NC=C(N1C(C)C)C2=NC(=NC=C2)NC3=CC=C(C=C3)S(=O)(=O)C,0.12159151313799356
SK-OV-3:ovarian_cancer,AZD5438:CDK2,CC1=NC=C(N1C(C)C)C2=NC(=NC=C2)NC3=CC=C(C=C3)S(=O)(=O)C,0.11284384613643421
KM12:colon_cancer,AZD5438:CDK2,CC1=NC=C(N1C(C)C)C2=NC(=NC=C2)NC3=CC=C(C=C3)S(=O)(=O)C,0.2170989888869569
ZR-75-30:breast_cancer,AZD5438:CDK2,CC1=NC=C(N1C(C)C)C2=NC(=NC=C2)NC3=CC=C(C=C3)S(=O)(=O)C,0.45788803498844527
AsPC-1:pancreatic_cancer,AZD5438:CDK2,CC1=NC=C(N1C(C)C)C2=NC(=NC=C2)NC3=CC=C(C=C3)S(=O)(=O)C,0.5874419303875416
HCC1428:breast_cancer,AZD5438:CDK2,CC1=NC=C(N1C(C)C)C2=NC(=NC=C2)NC3=CC=C(C=C3)S(=O)(=O)C,0.71385608773787
HCC1500:ductal_carcinoma,AZD5438:CDK2,CC1=NC=C(N1C(C)C)C2=NC(=NC=C2)NC3=CC=C(C=C3)S(=O)(=O)C,0.11505362406621951
LK-2:lung_cancer,"AZD2014:mTORC1, mTORC2",CC1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=CC=C4)C(=O)NC)N5CCOCC5C,0.06614376369087833
NCI-H226:lung_cancer,"AZD2014:mTORC1, mTORC2",CC1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=CC=C4)C(=O)NC)N5CCOCC5C,0.9627584031126918
NCI-H23:non_small_cell_lung_cancer,"AZD2014:mTORC1, mTORC2",CC1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=CC=C4)C(=O)NC)N5CCOCC5C,0.04659418942493354
SK-MEL-2:skin_cancer,"AZD2014:mTORC1, mTORC2",CC1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=CC=C4)C(=O)NC)N5CCOCC5C,0.10578300758598766
KM12:colon_cancer,"AZD2014:mTORC1, mTORC2",CC1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=CC=C4)C(=O)NC)N5CCOCC5C,0.2169512076915787
ABC-1:lung_cancer,"AZD2014:mTORC1, mTORC2",CC1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=CC=C4)C(=O)NC)N5CCOCC5C,-0.025455266852142954
HT-1080:fibrosarcoma_cancer,"AZD2014:mTORC1, mTORC2",CC1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=CC=C4)C(=O)NC)N5CCOCC5C,0.06841314398123054
SK-N-DZ:neuroblastoma,"AZD1208:PIM1, PIM2, PIM3",C1CC(CN(C1)C2=C(C=CC=C2C3=CC=CC=C3)C=C4C(=O)NC(=O)S4)N,-0.8536427222250319
KELLY:neuroblastoma,"AZD1208:PIM1, PIM2, PIM3",C1CC(CN(C1)C2=C(C=CC=C2C3=CC=CC=C3)C=C4C(=O)NC(=O)S4)N,-1.0218744672785862
NCI-H226:lung_cancer,"AZD1208:PIM1, PIM2, PIM3",C1CC(CN(C1)C2=C(C=CC=C2C3=CC=CC=C3)C=C4C(=O)NC(=O)S4)N,0.852892473761953
MV-4-11:leukaemia,"AZD1208:PIM1, PIM2, PIM3",C1CC(CN(C1)C2=C(C=CC=C2C3=CC=CC=C3)C=C4C(=O)NC(=O)S4)N,-1.2699917460823795
PF-382:TALL,"AZD1208:PIM1, PIM2, PIM3",C1CC(CN(C1)C2=C(C=CC=C2C3=CC=CC=C3)C=C4C(=O)NC(=O)S4)N,-0.8435148115174677
AsPC-1:pancreatic_cancer,"AZD1208:PIM1, PIM2, PIM3",C1CC(CN(C1)C2=C(C=CC=C2C3=CC=CC=C3)C=C4C(=O)NC(=O)S4)N,0.986379308487772
