cell_line_name,drug_name,putative_target,ln_ic50,cell_line_encoded,drug_encoded
MDA-MB-157,GNE-317,PI3Kalpha,1.365082,467,63
MMAc-SF,GNE-317,PI3Kalpha,1.355221,503,63
MKN45,GNE-317,PI3Kalpha,-0.14841,497,63
MFH-ino,GNE-317,PI3Kalpha,0.309789,486,63
NOS-1,GNE-317,PI3Kalpha,-0.381548,670,63
PANC-08-13,GNE-317,PI3Kalpha,1.534815,723,63
PANC-10-05,GNE-317,PI3Kalpha,1.518576,724,63
RO82-W-1,GNE-317,PI3Kalpha,2.295684,767,63
SiHa,GNE-317,PI3Kalpha,0.997301,894,63
SKG-IIIa,GNE-317,PI3Kalpha,-0.388997,829,63
VMRC-MELG,GNE-317,PI3Kalpha,-0.052089,948,63
TE-11,GNE-317,PI3Kalpha,0.522459,906,63
TE-6,GNE-317,PI3Kalpha,-0.259957,912,63
TC-YIK,GNE-317,PI3Kalpha,-0.48933,902,63
YT,GNE-317,PI3Kalpha,-1.573023,963,63
BT-474,GNE-317,PI3Kalpha,1.861416,64,63
KP-N-YS,GNE-317,PI3Kalpha,0.854313,401,63
D-245MG,GNE-317,PI3Kalpha,0.755075,146,63
D-247MG,GNE-317,PI3Kalpha,0.1651,147,63
D-263MG,GNE-317,PI3Kalpha,0.5267,148,63
D-336MG,GNE-317,PI3Kalpha,1.38196,150,63
D-392MG,GNE-317,PI3Kalpha,0.967763,151,63
D-423MG,GNE-317,PI3Kalpha,-0.593587,152,63
D-502MG,GNE-317,PI3Kalpha,1.730065,153,63
D-566MG,GNE-317,PI3Kalpha,-0.050995,155,63
CAMA-1,GNE-317,PI3Kalpha,-0.717064,91,63
CTB-1,GNE-317,PI3Kalpha,-0.511679,135,63
Caov-4,GNE-317,PI3Kalpha,0.243159,144,63
BT-483,GNE-317,PI3Kalpha,2.309662,65,63
M059J,GNE-317,PI3Kalpha,-0.027103,462,63
HAL-01,GNE-317,PI3Kalpha,-0.120491,248,63
OMC-1,GNE-317,PI3Kalpha,-0.780235,692,63
ES8,GNE-317,PI3Kalpha,-1.147954,202,63
ES4,GNE-317,PI3Kalpha,0.936705,198,63
ES6,GNE-317,PI3Kalpha,-0.308073,200,63
ES1,GNE-317,PI3Kalpha,-1.101972,197,63
EW-7,GNE-317,PI3Kalpha,-1.778802,217,63
EW-3,GNE-317,PI3Kalpha,0.008032,216,63
EW-12,GNE-317,PI3Kalpha,-1.201248,210,63
EW-1,GNE-317,PI3Kalpha,-1.381646,208,63
EW-18,GNE-317,PI3Kalpha,0.054343,213,63
EW-16,GNE-317,PI3Kalpha,0.89913,212,63
EW-22,GNE-317,PI3Kalpha,-0.387666,214,63
EW-24,GNE-317,PI3Kalpha,-0.272344,215,63
LAN-6,GNE-317,PI3Kalpha,1.309255,425,63
NB10,GNE-317,PI3Kalpha,-0.50744,530,63
NB12,GNE-317,PI3Kalpha,-0.991472,531,63
NB6,GNE-317,PI3Kalpha,-0.74982,537,63
NB7,GNE-317,PI3Kalpha,0.460208,539,63
NB5,GNE-317,PI3Kalpha,1.040617,536,63
NB13,GNE-317,PI3Kalpha,0.639093,532,63
NB14,GNE-317,PI3Kalpha,0.270746,533,63
NB1,GNE-317,PI3Kalpha,-0.257363,529,63
RH-1,GNE-317,PI3Kalpha,-0.654713,759,63
MZ2-MEL,GNE-317,PI3Kalpha,-0.661219,522,63
LS-180,GNE-317,PI3Kalpha,0.17908,451,63
BICR22,GNE-317,PI3Kalpha,0.182967,57,63
CCK-81,GNE-317,PI3Kalpha,1.223585,95,63
COLO-783,GNE-317,PI3Kalpha,1.438038,116,63
EN,GNE-317,PI3Kalpha,0.867669,194,63
ES-2,GNE-317,PI3Kalpha,0.66789,196,63
FU-OV-1,GNE-317,PI3Kalpha,1.37815,222,63
G-MEL,GNE-317,PI3Kalpha,-0.56088,229,63
NCI-H2591,GNE-317,PI3Kalpha,1.558928,615,63
NCI-H2731,GNE-317,PI3Kalpha,0.122429,618,63
NCI-H2803,GNE-317,PI3Kalpha,-0.08004,621,63
NCI-H2804,GNE-317,PI3Kalpha,1.55702,622,63
NCI-H2869,GNE-317,PI3Kalpha,1.269733,625,63
NCI-H290,GNE-317,PI3Kalpha,-0.169337,626,63
NCI-H3118,GNE-317,PI3Kalpha,0.787246,628,63
HARA,GNE-317,PI3Kalpha,-0.395525,249,63
HCC-15,GNE-317,PI3Kalpha,1.374216,251,63
HCC-366,GNE-317,PI3Kalpha,0.110486,253,63
HCC-44,GNE-317,PI3Kalpha,-0.029902,254,63
HCC-827,GNE-317,PI3Kalpha,0.671127,256,63
Hep3B2-1-7,GNE-317,PI3Kalpha,-0.492191,308,63
Hs-633T,GNE-317,PI3Kalpha,-0.97301,312,63
Hs-683,GNE-317,PI3Kalpha,0.934498,313,63
Hs-746T,GNE-317,PI3Kalpha,-0.313814,314,63
IHH-4,GNE-317,PI3Kalpha,1.234006,329,63
JHH-2,GNE-317,PI3Kalpha,-0.723115,343,63
JHU-011,GNE-317,PI3Kalpha,-0.57965,350,63
JHU-022,GNE-317,PI3Kalpha,0.080111,351,63
KYM-1,GNE-317,PI3Kalpha,-0.361839,408,63
KYSE-220,GNE-317,PI3Kalpha,0.75891,412,63
LN-18,GNE-317,PI3Kalpha,0.056881,440,63
MDST8,GNE-317,PI3Kalpha,-0.608347,476,63
MFE-319,GNE-317,PI3Kalpha,-0.325601,485,63
NB(TU)1-10,GNE-317,PI3Kalpha,-0.630378,528,63
NCI-H1869,GNE-317,PI3Kalpha,1.150404,575,63
NCI-H1915,GNE-317,PI3Kalpha,1.306048,577,63
NCI-H1944,GNE-317,PI3Kalpha,1.711097,578,63
NCI-H2023,GNE-317,PI3Kalpha,-0.281771,584,63
NCI-H211,GNE-317,PI3Kalpha,-0.285726,593,63
NCI-H3122,GNE-317,PI3Kalpha,0.508593,629,63
NCI-H647,GNE-317,PI3Kalpha,-1.222169,645,63
NCI-H841,GNE-317,PI3Kalpha,0.426858,660,63
NCI-H847,GNE-317,PI3Kalpha,-0.293182,661,63
OV-90,GNE-317,PI3Kalpha,1.516609,701,63
OVISE,GNE-317,PI3Kalpha,0.89367,708,63
OVMIU,GNE-317,PI3Kalpha,0.862749,711,63
PA-TU-8988T,GNE-317,PI3Kalpha,-0.162969,719,63
PC-3_[JPC-3],GNE-317,PI3Kalpha,-0.134329,727,63
PCI-15A,GNE-317,PI3Kalpha,-0.805778,728,63
PCI-6A,GNE-317,PI3Kalpha,1.126132,731,63
PE-CA-PJ15,GNE-317,PI3Kalpha,0.730385,732,63
RH-41,GNE-317,PI3Kalpha,-1.140047,761,63
SISO,GNE-317,PI3Kalpha,0.8039,801,63
SKN,GNE-317,PI3Kalpha,0.658193,831,63
SUIT-2,GNE-317,PI3Kalpha,0.834229,864,63
TC-71,GNE-317,PI3Kalpha,-0.213241,901,63
TOV-21G,GNE-317,PI3Kalpha,0.438354,924,63
WM278,GNE-317,PI3Kalpha,1.917397,954,63
H3255,GNE-317,PI3Kalpha,0.504749,244,63
451Lu,GNE-317,PI3Kalpha,0.921768,3,63
OCI-AML3,GNE-317,PI3Kalpha,0.250451,682,63
ASH-3,GNE-317,PI3Kalpha,0.574467,38,63
BICR10,GNE-317,PI3Kalpha,-0.501656,56,63
CAL-29,GNE-317,PI3Kalpha,-0.809252,82,63
CAL-78,GNE-317,PI3Kalpha,1.447274,89,63
CHSA0011,GNE-317,PI3Kalpha,-0.375994,104,63
CHSA0108,GNE-317,PI3Kalpha,1.303214,105,63
CS1,GNE-317,PI3Kalpha,0.083642,134,63
DAN-G,GNE-317,PI3Kalpha,-1.716647,156,63
EFM-192A,GNE-317,PI3Kalpha,-0.213385,186,63
FU97,GNE-317,PI3Kalpha,-0.698866,223,63
G-292-Clone-A141B1,GNE-317,PI3Kalpha,-0.292759,225,63
NCI-H2373,GNE-317,PI3Kalpha,-0.456177,610,63
NCI-H2461,GNE-317,PI3Kalpha,1.247105,613,63
NCI-H2722,GNE-317,PI3Kalpha,1.124339,617,63
NCI-H2795,GNE-317,PI3Kalpha,-0.850478,619,63
NCI-H2818,GNE-317,PI3Kalpha,1.082693,624,63
HCC-78,GNE-317,PI3Kalpha,-1.030629,255,63
HDQ-P1,GNE-317,PI3Kalpha,-1.009137,278,63
AMO-1,GNE-317,PI3Kalpha,-0.863137,35,63
COR-L303,GNE-317,PI3Kalpha,1.175157,124,63
Farage,GNE-317,PI3Kalpha,-1.221229,224,63
HPAC,GNE-317,PI3Kalpha,1.122293,291,63
Hs-766T,GNE-317,PI3Kalpha,-0.45663,315,63
Hs-939-T,GNE-317,PI3Kalpha,-0.251514,316,63
Hs-940-T,GNE-317,PI3Kalpha,0.319629,317,63
huH-1,GNE-317,PI3Kalpha,1.556579,965,63
JHH-1,GNE-317,PI3Kalpha,1.001298,342,63
JHU-029,GNE-317,PI3Kalpha,0.788981,352,63
JIMT-1,GNE-317,PI3Kalpha,-0.266276,353,63
K2,GNE-317,PI3Kalpha,0.029959,363,63
KMH-2,GNE-317,PI3Kalpha,0.124957,383,63
KMRC-1,GNE-317,PI3Kalpha,0.502509,385,63
KMRC-20,GNE-317,PI3Kalpha,1.056592,386,63
KON,GNE-317,PI3Kalpha,-0.582437,392,63
KP-2,GNE-317,PI3Kalpha,1.63278,396,63
KP-3,GNE-317,PI3Kalpha,1.210963,397,63
LOU-NH91,GNE-317,PI3Kalpha,0.309191,445,63
NCI-H1568,GNE-317,PI3Kalpha,1.88127,555,63
NCI-H1781,GNE-317,PI3Kalpha,0.498714,570,63
NCI-H2110,GNE-317,PI3Kalpha,0.488261,594,63
OE21,GNE-317,PI3Kalpha,0.231433,690,63
OSC-19,GNE-317,PI3Kalpha,0.115443,696,63
OVTOKO,GNE-317,PI3Kalpha,0.34514,712,63
PANC-02-03,GNE-317,PI3Kalpha,0.57554,720,63
PANC-04-03,GNE-317,PI3Kalpha,1.023433,722,63
PA-TU-8902,GNE-317,PI3Kalpha,-0.202955,718,63
PCI-30,GNE-317,PI3Kalpha,0.595567,729,63
PL4,GNE-317,PI3Kalpha,-0.550125,737,63
RERF-LC-KJ,GNE-317,PI3Kalpha,0.500236,755,63
RERF-LC-Sq1,GNE-317,PI3Kalpha,-0.338801,757,63
SAT,GNE-317,PI3Kalpha,0.535878,782,63
STS-0421,GNE-317,PI3Kalpha,0.350859,855,63
SW1271,GNE-317,PI3Kalpha,2.187287,872,63
T-T,GNE-317,PI3Kalpha,-0.462122,895,63
TOV-112D,GNE-317,PI3Kalpha,0.481867,923,63
WM1552C,GNE-317,PI3Kalpha,-0.044913,953,63
WM35,GNE-317,PI3Kalpha,0.51048,955,63
WM793B,GNE-317,PI3Kalpha,-0.121341,956,63
GA-10,GNE-317,PI3Kalpha,-1.856264,230,63
HCC-33,GNE-317,PI3Kalpha,1.251424,252,63
YMB-1-E,GNE-317,PI3Kalpha,0.151357,962,63
CHSA8926,GNE-317,PI3Kalpha,0.956118,106,63
COR-L32,GNE-317,PI3Kalpha,0.623983,126,63
HSC-39,GNE-317,PI3Kalpha,-1.286628,295,63
NB4,GNE-317,PI3Kalpha,-0.183084,535,63
JEKO-1,GNE-317,PI3Kalpha,-0.862398,341,63
JSC-1,GNE-317,PI3Kalpha,-0.685874,356,63
KARPAS-1106P,GNE-317,PI3Kalpha,-1.079262,366,63
KARPAS-620,GNE-317,PI3Kalpha,-0.315601,371,63
KCL-22,GNE-317,PI3Kalpha,0.886229,374,63
KOPN-8,GNE-317,PI3Kalpha,0.218496,393,63
L-1236,GNE-317,PI3Kalpha,-0.919962,420,63
MDA-MB-330,GNE-317,PI3Kalpha,-0.983216,470,63
MOLM-13,GNE-317,PI3Kalpha,-1.217714,507,63
MOLM-16,GNE-317,PI3Kalpha,0.032562,508,63
MOLP-8,GNE-317,PI3Kalpha,-1.121112,509,63
NCI-H1341,GNE-317,PI3Kalpha,0.597189,548,63
NCI-H1876,GNE-317,PI3Kalpha,-0.291505,576,63
NCI-H2066,GNE-317,PI3Kalpha,1.029632,588,63
NK-92MI,GNE-317,PI3Kalpha,-0.137902,666,63
NU-DUL-1,GNE-317,PI3Kalpha,-0.291164,672,63
OCI-M1,GNE-317,PI3Kalpha,-1.008717,686,63
P32-ISH,GNE-317,PI3Kalpha,-1.040463,716,63
PL-21,GNE-317,PI3Kalpha,0.5548,736,63
PWR-1E,GNE-317,PI3Kalpha,1.059915,739,63
RCH-ACV,GNE-317,PI3Kalpha,-1.813764,750,63
RC-K8,GNE-317,PI3Kalpha,-0.380514,742,63
ROS-50,GNE-317,PI3Kalpha,1.2824,768,63
SLVL,GNE-317,PI3Kalpha,1.191776,833,63
SU-DHL-10,GNE-317,PI3Kalpha,-0.619943,857,63
SU-DHL-16,GNE-317,PI3Kalpha,-0.644445,858,63
SU-DHL-4,GNE-317,PI3Kalpha,0.544863,859,63
SU-DHL-6,GNE-317,PI3Kalpha,-1.591078,861,63
SUP-HD1,GNE-317,PI3Kalpha,-0.126179,867,63
SUP-M2,GNE-317,PI3Kalpha,-0.321395,868,63
VAL,GNE-317,PI3Kalpha,0.314514,945,63
WIL2-NS,GNE-317,PI3Kalpha,-0.469425,951,63
WSU-DLCL2,GNE-317,PI3Kalpha,-1.833946,957,63
Hey,GNE-317,PI3Kalpha,-0.195211,309,63
JHOS-2,GNE-317,PI3Kalpha,-0.338965,347,63
JHOS-3,GNE-317,PI3Kalpha,1.087436,348,63
JHOS-4,GNE-317,PI3Kalpha,-0.415323,349,63
OV-7,GNE-317,PI3Kalpha,0.125491,700,63
OV-17R,GNE-317,PI3Kalpha,0.279827,698,63
OV-56,GNE-317,PI3Kalpha,1.098807,699,63
OVCA420,GNE-317,PI3Kalpha,0.307781,702,63
OVCA433,GNE-317,PI3Kalpha,0.365332,703,63
OVK-18,GNE-317,PI3Kalpha,-0.135043,709,63
UWB1.289,GNE-317,PI3Kalpha,0.257767,943,63
FLO-1,GNE-317,PI3Kalpha,1.272184,220,63
OACp4C,GNE-317,PI3Kalpha,-0.230649,677,63
OACM5-1,GNE-317,PI3Kalpha,-0.236287,676,63
SK-GT-2,GNE-317,PI3Kalpha,-0.01317,806,63
SK-GT-4,GNE-317,PI3Kalpha,-0.008119,807,63
ESO51,GNE-317,PI3Kalpha,1.241976,204,63
KYAE-1,GNE-317,PI3Kalpha,0.033728,407,63
EMC-BAC-1,GNE-317,PI3Kalpha,1.083548,192,63
EMC-BAC-2,GNE-317,PI3Kalpha,-0.047346,193,63
TE-4,GNE-317,PI3Kalpha,0.273058,909,63
NCC010,GNE-317,PI3Kalpha,1.104756,540,63
NCC021,GNE-317,PI3Kalpha,0.791244,541,63
RCC-FG2,GNE-317,PI3Kalpha,-0.607054,745,63
RCC-JF,GNE-317,PI3Kalpha,-0.779872,746,63
RCC-JW,GNE-317,PI3Kalpha,1.454741,747,63
RCC-ER,GNE-317,PI3Kalpha,0.612104,744,63
RCC-AB,GNE-317,PI3Kalpha,-0.084897,743,63
RCC-MF,GNE-317,PI3Kalpha,0.091189,748,63
KMS-11,GNE-317,PI3Kalpha,-1.438774,387,63
MM1S,GNE-317,PI3Kalpha,-1.785162,502,63
OCI-LY7,GNE-317,PI3Kalpha,0.177629,685,63
SNU-175,GNE-317,PI3Kalpha,0.693301,840,63
SNU-407,GNE-317,PI3Kalpha,0.683937,844,63
SNU-81,GNE-317,PI3Kalpha,1.138518,849,63
SNU-C5,GNE-317,PI3Kalpha,0.884712,852,63
DiFi,GNE-317,PI3Kalpha,-0.215369,177,63
PFSK-1,Telomerase Inhibitor IX,Telomerase,0.232274,735,135
A673,Telomerase Inhibitor IX,Telomerase,0.559,27,135
ES5,Telomerase Inhibitor IX,Telomerase,1.042419,199,135
ES7,Telomerase Inhibitor IX,Telomerase,-0.01084,201,135
EW-11,Telomerase Inhibitor IX,Telomerase,0.378608,209,135
SK-ES-1,Telomerase Inhibitor IX,Telomerase,0.213353,805,135
5637,Telomerase Inhibitor IX,Telomerase,0.003861,4,135
SW780,Telomerase Inhibitor IX,Telomerase,0.834986,886,135
C-33-A,Telomerase Inhibitor IX,Telomerase,-0.827999,70,135
C-4-I,Telomerase Inhibitor IX,Telomerase,0.645616,71,135
ME-180,Telomerase Inhibitor IX,Telomerase,0.386123,478,135
42-MG-BA,Telomerase Inhibitor IX,Telomerase,0.081138,2,135
8-MG-BA,Telomerase Inhibitor IX,Telomerase,-0.462748,10,135
A172,Telomerase Inhibitor IX,Telomerase,0.494554,14,135
GB-1,Telomerase Inhibitor IX,Telomerase,0.993186,233,135
T98G,Telomerase Inhibitor IX,Telomerase,0.995124,899,135
U-118-MG,Telomerase Inhibitor IX,Telomerase,-0.129139,929,135
U-87-MG,Telomerase Inhibitor IX,Telomerase,-0.084993,933,135
YKG-1,Telomerase Inhibitor IX,Telomerase,0.535765,961,135
NCI-H720,Telomerase Inhibitor IX,Telomerase,0.587838,651,135
COR-L23,Telomerase Inhibitor IX,Telomerase,0.20145,122,135
LK-2,Telomerase Inhibitor IX,Telomerase,0.807484,439,135
NCI-H1648,Telomerase Inhibitor IX,Telomerase,0.125398,559,135
NCI-H1693,Telomerase Inhibitor IX,Telomerase,0.819645,564,135
NCI-H1770,Telomerase Inhibitor IX,Telomerase,-0.084998,569,135
NCI-H2085,Telomerase Inhibitor IX,Telomerase,0.663968,590,135
NCI-H2170,Telomerase Inhibitor IX,Telomerase,0.447449,598,135
NCI-H2405,Telomerase Inhibitor IX,Telomerase,1.930581,611,135
NCI-H661,Telomerase Inhibitor IX,Telomerase,0.259189,648,135
COR-L311,Telomerase Inhibitor IX,Telomerase,0.228938,125,135
DMS-114,Telomerase Inhibitor IX,Telomerase,-0.443652,163,135
DMS-273,Telomerase Inhibitor IX,Telomerase,-0.28583,164,135
NCI-H1048,Telomerase Inhibitor IX,Telomerase,0.466964,543,135
NCI-H1694,Telomerase Inhibitor IX,Telomerase,-0.246627,565,135
NCI-H1963,Telomerase Inhibitor IX,Telomerase,-1.601142,580,135
NCI-H209,Telomerase Inhibitor IX,Telomerase,-0.520388,592,135
NCI-H2141,Telomerase Inhibitor IX,Telomerase,1.259131,597,135
NCI-H2171,Telomerase Inhibitor IX,Telomerase,-0.330032,599,135
NCI-H2227,Telomerase Inhibitor IX,Telomerase,0.413832,602,135
NCI-H446,Telomerase Inhibitor IX,Telomerase,-0.689984,634,135
NCI-H526,Telomerase Inhibitor IX,Telomerase,-0.415751,642,135
NCI-H64,Telomerase Inhibitor IX,Telomerase,0.516165,644,135
NCI-H69,Telomerase Inhibitor IX,Telomerase,-0.472161,649,135
NCI-H82,Telomerase Inhibitor IX,Telomerase,-0.254828,657,135
NCI-H2052,Telomerase Inhibitor IX,Telomerase,0.865202,587,135
SK-N-DZ,Telomerase Inhibitor IX,Telomerase,-0.226285,823,135
SK-N-FI,Telomerase Inhibitor IX,Telomerase,-0.353291,824,135
VA-ES-BJ,Telomerase Inhibitor IX,Telomerase,0.788833,944,135
VMRC-LCD,Telomerase Inhibitor IX,Telomerase,0.796469,947,135
SBC-5,Telomerase Inhibitor IX,Telomerase,1.076646,785,135
SBC-1,Telomerase Inhibitor IX,Telomerase,-0.457597,783,135
LU-135,Telomerase Inhibitor IX,Telomerase,0.503174,455,135
SK-N-SH,Telomerase Inhibitor IX,Telomerase,-0.862853,825,135
NCI-H2030,Telomerase Inhibitor IX,Telomerase,0.570502,586,135
NCI-H2122,Telomerase Inhibitor IX,Telomerase,-0.118148,595,135
NCI-H1734,Telomerase Inhibitor IX,Telomerase,0.639083,567,135
NCI-H650,Telomerase Inhibitor IX,Telomerase,0.497535,646,135
T24,Telomerase Inhibitor IX,Telomerase,0.471581,896,135
NCI-H929,Telomerase Inhibitor IX,Telomerase,-1.180163,662,135
SK-N-AS,Telomerase Inhibitor IX,Telomerase,-0.450638,822,135
NCI-H1299,Telomerase Inhibitor IX,Telomerase,0.218691,547,135
NCI-H2087,Telomerase Inhibitor IX,Telomerase,1.351985,591,135
UM-UC-3,Telomerase Inhibitor IX,Telomerase,0.036754,941,135
SW756,Telomerase Inhibitor IX,Telomerase,1.01934,885,135
NCI-H727,Telomerase Inhibitor IX,Telomerase,1.886598,652,135
Calu-6,Telomerase Inhibitor IX,Telomerase,0.43292,142,135
LU-65,Telomerase Inhibitor IX,Telomerase,0.099799,458,135
NCI-H1355,Telomerase Inhibitor IX,Telomerase,1.139136,549,135
NCI-H1792,Telomerase Inhibitor IX,Telomerase,0.255175,571,135
HPAF-II,Telomerase Inhibitor IX,Telomerase,1.706278,292,135
MIA-PaCa-2,Telomerase Inhibitor IX,Telomerase,-0.28132,494,135
SHP-77,Telomerase Inhibitor IX,Telomerase,-1.495493,798,135
NCI-H2009,Telomerase Inhibitor IX,Telomerase,0.153789,583,135
HCC1143,Telomerase Inhibitor IX,Telomerase,1.340521,257,135
HCC1395,Telomerase Inhibitor IX,Telomerase,1.114327,259,135
HCC1599,Telomerase Inhibitor IX,Telomerase,-0.467476,264,135
HCC1937,Telomerase Inhibitor IX,Telomerase,1.352566,266,135
HCC2157,Telomerase Inhibitor IX,Telomerase,0.488167,269,135
HCC2218,Telomerase Inhibitor IX,Telomerase,1.166453,270,135
BB30-HNC,Telomerase Inhibitor IX,Telomerase,0.050843,44,135
BB49-HNC,Telomerase Inhibitor IX,Telomerase,1.246038,45,135
BB65-RCC,Telomerase Inhibitor IX,Telomerase,-0.723241,46,135
BEN,Telomerase Inhibitor IX,Telomerase,0.219566,51,135
BHY,Telomerase Inhibitor IX,Telomerase,1.054238,55,135
Ca9-22,Telomerase Inhibitor IX,Telomerase,-0.965511,139,135
CADO-ES1,Telomerase Inhibitor IX,Telomerase,0.497129,76,135
CAL-33,Telomerase Inhibitor IX,Telomerase,0.37674,83,135
CP50-MEL-B,Telomerase Inhibitor IX,Telomerase,-0.275825,130,135
CP66-MEL,Telomerase Inhibitor IX,Telomerase,0.255297,131,135
CPC-N,Telomerase Inhibitor IX,Telomerase,-0.895897,132,135
CTV-1,Telomerase Inhibitor IX,Telomerase,-0.340623,136,135
D-542MG,Telomerase Inhibitor IX,Telomerase,0.651781,154,135
DMS-79,Telomerase Inhibitor IX,Telomerase,0.898196,166,135
DSH1,Telomerase Inhibitor IX,Telomerase,-0.708187,171,135
EBC-1,Telomerase Inhibitor IX,Telomerase,0.402894,181,135
EC-GI-10,Telomerase Inhibitor IX,Telomerase,0.093474,182,135
EPLC-272H,Telomerase Inhibitor IX,Telomerase,1.054397,195,135
HO-1-u-1,Telomerase Inhibitor IX,Telomerase,-0.713578,287,135
HSC-2,Telomerase Inhibitor IX,Telomerase,-0.514624,293,135
IM-9,Telomerase Inhibitor IX,Telomerase,-1.669591,330,135
IST-SL1,Telomerase Inhibitor IX,Telomerase,-0.201184,336,135
IST-SL2,Telomerase Inhibitor IX,Telomerase,-1.095609,337,135
KNS-62,Telomerase Inhibitor IX,Telomerase,0.780071,390,135
KOSC-2,Telomerase Inhibitor IX,Telomerase,1.027524,394,135
KP-4,Telomerase Inhibitor IX,Telomerase,-0.630636,398,135
KYSE-140,Telomerase Inhibitor IX,Telomerase,0.148832,409,135
LB2241-RCC,Telomerase Inhibitor IX,Telomerase,0.594218,427,135
LB2518-MEL,Telomerase Inhibitor IX,Telomerase,0.682593,428,135
LB373-MEL-D,Telomerase Inhibitor IX,Telomerase,1.364886,429,135
LB647-SCLC,Telomerase Inhibitor IX,Telomerase,-0.070621,430,135
LB831-BLC,Telomerase Inhibitor IX,Telomerase,-0.019744,432,135
LB996-RCC,Telomerase Inhibitor IX,Telomerase,1.597543,433,135
LCLC-103H,Telomerase Inhibitor IX,Telomerase,1.012531,437,135
LU-134-A,Telomerase Inhibitor IX,Telomerase,1.13441,454,135
LXF-289,Telomerase Inhibitor IX,Telomerase,0.124013,460,135
MS-1,Telomerase Inhibitor IX,Telomerase,-1.194073,516,135
MZ1-PC,Telomerase Inhibitor IX,Telomerase,1.736139,521,135
MZ7-mel,Telomerase Inhibitor IX,Telomerase,0.959688,523,135
NCI-H292,Telomerase Inhibitor IX,Telomerase,0.762339,627,135
NCI-H835,Telomerase Inhibitor IX,Telomerase,-0.569049,658,135
PC-14,Telomerase Inhibitor IX,Telomerase,1.384457,725,135
SBC-3,Telomerase Inhibitor IX,Telomerase,-0.45562,784,135
U-266,Telomerase Inhibitor IX,Telomerase,-0.400902,931,135
BE2-M17,Telomerase Inhibitor IX,Telomerase,0.248766,50,135
KELLY,Telomerase Inhibitor IX,Telomerase,-1.71091,376,135
SIMA,Telomerase Inhibitor IX,Telomerase,-1.58674,800,135
TE-1,Telomerase Inhibitor IX,Telomerase,0.690018,904,135
TE-10,Telomerase Inhibitor IX,Telomerase,0.488381,905,135
TE-8,Telomerase Inhibitor IX,Telomerase,0.577117,913,135
OVCAR-3,Telomerase Inhibitor IX,Telomerase,0.374138,704,135
PC-3,Telomerase Inhibitor IX,Telomerase,0.900772,726,135
DU-145,Telomerase Inhibitor IX,Telomerase,0.451504,172,135
HCT-116,Telomerase Inhibitor IX,Telomerase,0.59072,275,135
HCT-15,Telomerase Inhibitor IX,Telomerase,-0.404438,276,135
HL-60,Telomerase Inhibitor IX,Telomerase,-0.173123,283,135
HT-29,Telomerase Inhibitor IX,Telomerase,1.256252,303,135
K-562,Telomerase Inhibitor IX,Telomerase,-0.221758,362,135
NCI-H23,Telomerase Inhibitor IX,Telomerase,-0.079155,606,135
NCI-H460,Telomerase Inhibitor IX,Telomerase,0.608974,635,135
T47D,Telomerase Inhibitor IX,Telomerase,1.460155,897,135
MCF7,Telomerase Inhibitor IX,Telomerase,1.050278,466,135
786-0,Telomerase Inhibitor IX,Telomerase,-0.438091,9,135
A498,Telomerase Inhibitor IX,Telomerase,1.307019,25,135
A549,Telomerase Inhibitor IX,Telomerase,-0.214112,26,135
ACHN,Telomerase Inhibitor IX,Telomerase,-0.015485,30,135
BT-549,Telomerase Inhibitor IX,Telomerase,0.850442,66,135
CCRF-CEM,Telomerase Inhibitor IX,Telomerase,-0.079146,96,135
SK-MEL-28,Telomerase Inhibitor IX,Telomerase,0.795523,814,135
SK-MEL-2,Telomerase Inhibitor IX,Telomerase,-0.950432,812,135
SK-MEL-5,Telomerase Inhibitor IX,Telomerase,0.460361,818,135
Hs-578-T,Telomerase Inhibitor IX,Telomerase,-0.445871,311,135
MOLT-4,Telomerase Inhibitor IX,Telomerase,-0.167852,512,135
SK-OV-3,Telomerase Inhibitor IX,Telomerase,2.062487,826,135
MDA-MB-231,Telomerase Inhibitor IX,Telomerase,-0.454708,469,135
COLO-205,Telomerase Inhibitor IX,Telomerase,1.265874,109,135
SW620,Telomerase Inhibitor IX,Telomerase,0.322073,882,135
CAKI-1,Telomerase Inhibitor IX,Telomerase,1.590443,77,135
RPMI-8226,Telomerase Inhibitor IX,Telomerase,0.202464,771,135
SR,Telomerase Inhibitor IX,Telomerase,-1.409214,853,135
NCI-H322M,Telomerase Inhibitor IX,Telomerase,1.066324,630,135
IGROV-1,Telomerase Inhibitor IX,Telomerase,-0.378856,328,135
OVCAR-5,Telomerase Inhibitor IX,Telomerase,1.681103,706,135
EKVX,Telomerase Inhibitor IX,Telomerase,1.01268,190,135
HCC2998,Telomerase Inhibitor IX,Telomerase,0.395415,271,135
HOP-62,Telomerase Inhibitor IX,Telomerase,0.165895,288,135
HOP-92,Telomerase Inhibitor IX,Telomerase,0.662532,289,135
LOXIMVI,Telomerase Inhibitor IX,Telomerase,-0.250239,447,135
M14,Telomerase Inhibitor IX,Telomerase,0.396008,463,135
UACC-62,Telomerase Inhibitor IX,Telomerase,-0.613028,938,135
UACC-257,Telomerase Inhibitor IX,Telomerase,1.244073,937,135
RXF393,Telomerase Inhibitor IX,Telomerase,0.704691,778,135
SN12C,Telomerase Inhibitor IX,Telomerase,1.496121,834,135
